"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 11 00:34:23 MSK 2023","Fri Aug 11 00:34:56 MSK 2023","32625","","ru.netology.test.PatternsCardDeliveryTest","","ru.netology.test.PatternsCardDeliveryTest","shouldSuccessfulPlanMeeting","should successful plan meeting",""
